time,qty
2016-01-04,76
2016-01-11,322
2016-01-18,294
2016-01-25,226
2016-02-01,427
2016-02-08,301
2016-02-15,361
2016-02-22,326
2016-02-29,303
2016-03-07,216
2016-03-14,179
2016-03-21,117
2016-03-28,90
2016-04-04,117
2016-04-11,121
2016-04-18,135
2016-04-25,136
2016-05-02,106
2016-05-09,148
2016-05-16,100
2016-05-23,119
2016-05-30,136
2016-06-06,159
2016-06-13,137
2016-06-20,114
2016-06-27,151
2016-07-04,322
2016-07-11,291
2016-07-18,287
2016-07-25,182
2016-08-01,229
2016-08-08,353
2016-08-15,215
2016-08-22,177
2016-08-29,303
2016-09-05,288
2016-09-12,213
2016-09-19,139
2016-09-26,121
2016-10-03,117
2016-10-10,106
2016-10-17,71
2016-10-24,100
2016-10-31,106
2016-11-07,78
2016-11-14,85
2016-11-21,67
2016-11-28,147
2016-12-05,89
2016-12-12,128
2016-12-19,112
2016-12-26,107
2017-01-02,177
2017-01-09,253
2017-01-16,329
2017-01-23,309
2017-01-30,425
2017-02-06,329
2017-02-13,408
2017-02-20,254
2017-02-27,216
2017-03-06,499
2017-03-13,130
2017-03-20,145
2017-03-27,117
2017-04-03,84
2017-04-10,94
2017-04-17,121
2017-04-24,121
2017-05-01,91
2017-05-08,125
2017-05-15,147
2017-05-22,125
2017-05-29,116
2017-06-05,90
2017-06-12,135
2017-06-19,127
2017-06-26,180
2017-07-03,284
2017-07-10,264
2017-07-17,263
2017-07-24,459
2017-07-31,500
2017-08-07,476
2017-08-14,327
2017-08-21,42
2017-08-28,424
2017-09-04,224
2017-09-11,189
2017-09-18,101
2017-09-25,81
2017-10-02,89
2017-10-09,120
2017-10-16,89
2017-10-23,101
2017-10-30,97
2017-11-06,96
2017-11-13,92
2017-11-20,75
2017-11-27,244
2017-12-04,122
2017-12-11,102
2017-12-18,161
2017-12-25,152
2018-01-01,101
2018-01-08,198
2018-01-15,154
2018-01-22,252
2018-01-29,334
2018-02-05,388
2018-02-12,256
2018-02-19,292
2018-02-26,157
2018-03-05,236
2018-03-12,147
2018-03-19,105
2018-03-26,105
2018-04-02,104
2018-04-09,122
2018-04-16,109
2018-04-23,120
2018-04-30,126
2018-05-07,108
2018-05-14,164
2018-05-21,105
2018-05-28,125
2018-06-04,116
2018-06-11,117
2018-06-18,145
2018-06-25,89
2018-07-02,126
2018-07-09,238
2018-07-16,174
2018-07-23,236
2018-07-30,249
2018-08-06,248
2018-08-13,231
2018-08-20,33
2018-08-27,242
2018-09-03,218
2018-09-10,134
2018-09-17,136
2018-09-24,83
2018-10-01,110
2018-10-08,66
2018-10-15,94
2018-10-22,86
2018-10-29,50
2018-11-05,68
2018-11-12,113
2018-11-19,87
2018-11-26,300
2018-12-03,113
2018-12-10,135
2018-12-17,153
2018-12-24,211
2018-12-31,68
2019-01-07,236
2019-01-14,202
2019-01-21,224
2019-01-28,293
2019-02-04,360
2019-02-11,474
2019-02-18,348
2019-02-25,251
2019-03-04,176
2019-03-11,204
2019-03-18,114
2019-03-25,136
2019-04-01,96
2019-04-08,110
2019-04-15,111
2019-04-22,119
2019-04-29,120
2019-05-06,96
2019-05-13,124
2019-05-20,112
2019-05-27,118
2019-06-03,132
2019-06-10,108
2019-06-17,115
2019-06-24,102
2019-07-01,118
2019-07-08,242
2019-07-15,233
2019-07-22,295
2019-07-29,257
2019-08-05,317
2019-08-12,349
2019-08-19,48
2019-08-26,345
2019-09-02,266
2019-09-09,477
2019-09-16,184
2019-09-23,87
2019-09-30,95
2019-10-07,90
2019-10-14,103
2019-10-21,74
2019-10-28,78
2019-11-04,46
2019-11-11,58
2019-11-18,69
2019-11-25,57
2019-12-02,303
2019-12-09,116
2019-12-16,159
2019-12-23,247
2019-12-30,129
