time,qty
2016-01-02,18
2016-01-03,34
2016-01-04,24
2016-01-05,72
2016-01-06,57
2016-01-07,54
2016-01-08,27
2016-01-09,49
2016-01-10,36
2016-01-11,27
2016-01-12,26
2016-01-13,43
2016-01-14,27
2016-01-15,45
2016-01-16,103
2016-01-17,25
2016-01-18,25
2016-01-19,48
2016-01-20,20
2016-01-21,23
2016-01-22,46
2016-01-23,44
2016-01-24,22
2016-01-25,23
2016-01-26,38
2016-01-27,70
2016-01-28,75
2016-01-29,56
2016-01-30,101
2016-01-31,34
2016-02-01,53
2016-02-02,48
2016-02-03,50
2016-02-04,56
2016-02-05,43
2016-02-06,60
2016-02-07,17
2016-02-08,27
2016-02-09,26
2016-02-10,57
2016-02-11,62
2016-02-12,65
2016-02-13,115
2016-02-14,10
2016-02-15,26
2016-02-16,32
2016-02-17,76
2016-02-18,68
2016-02-19,19
2016-02-20,73
2016-02-21,32
2016-02-22,26
2016-02-23,35
2016-02-24,51
2016-02-25,59
2016-02-26,56
2016-02-27,68
2016-02-28,0
2016-02-29,34
2016-03-01,34
2016-03-02,46
2016-03-03,35
2016-03-04,47
2016-03-05,36
2016-03-06,7
2016-03-07,11
2016-03-08,13
2016-03-09,32
2016-03-10,28
2016-03-11,35
2016-03-12,45
2016-03-13,11
2016-03-14,15
2016-03-15,21
2016-03-16,22
2016-03-17,11
2016-03-18,13
2016-03-19,28
2016-03-20,7
2016-03-21,15
2016-03-22,14
2016-03-23,14
2016-03-24,20
2016-03-25,19
2016-03-26,23
2016-03-27,0
2016-03-28,0
2016-03-29,18
2016-03-30,18
2016-03-31,9
2016-04-01,26
2016-04-02,22
2016-04-03,8
2016-04-04,16
2016-04-05,16
2016-04-06,15
2016-04-07,15
2016-04-08,21
2016-04-09,33
2016-04-10,5
2016-04-11,16
2016-04-12,15
2016-04-13,16
2016-04-14,19
2016-04-15,29
2016-04-16,33
2016-04-17,10
2016-04-18,13
2016-04-19,31
2016-04-20,23
2016-04-21,14
2016-04-22,27
2016-04-23,33
2016-04-24,2
2016-04-25,6
2016-04-26,12
2016-04-27,7
2016-04-28,24
2016-04-29,20
2016-04-30,30
2016-05-01,0
2016-05-02,13
2016-05-03,15
2016-05-04,17
2016-05-05,30
2016-05-06,20
2016-05-07,34
2016-05-08,4
2016-05-09,28
2016-05-10,13
2016-05-11,7
2016-05-12,18
2016-05-13,9
2016-05-14,27
2016-05-15,13
2016-05-16,13
2016-05-17,8
2016-05-18,16
2016-05-19,17
2016-05-20,5
2016-05-21,41
2016-05-22,6
2016-05-23,26
2016-05-24,20
2016-05-25,26
2016-05-26,18
2016-05-27,27
2016-05-28,24
2016-05-29,0
2016-05-30,21
2016-05-31,26
2016-06-01,24
2016-06-02,14
2016-06-03,22
2016-06-04,54
2016-06-05,4
2016-06-06,15
2016-06-07,14
2016-06-08,23
2016-06-09,31
2016-06-10,20
2016-06-11,34
2016-06-12,2
2016-06-13,13
2016-06-14,33
2016-06-15,6
2016-06-16,11
2016-06-17,20
2016-06-18,32
2016-06-19,7
2016-06-20,5
2016-06-21,11
2016-06-22,24
2016-06-23,12
2016-06-24,50
2016-06-25,34
2016-06-26,0
2016-06-27,20
2016-06-28,34
2016-06-29,0
2016-06-30,47
2016-07-01,47
2016-07-02,118
2016-07-03,31
2016-07-04,45
2016-07-05,57
2016-07-06,55
2016-07-07,47
2016-07-08,42
2016-07-09,59
2016-07-10,0
2016-07-11,31
2016-07-12,54
2016-07-13,27
2016-07-14,55
2016-07-15,38
2016-07-16,72
2016-07-17,0
2016-07-18,41
2016-07-19,17
2016-07-20,28
2016-07-21,38
2016-07-22,34
2016-07-23,41
2016-07-24,0
2016-07-25,24
2016-07-26,13
2016-07-27,55
2016-07-28,35
2016-07-29,54
2016-07-30,37
2016-07-31,0
2016-08-01,35
2016-08-02,49
2016-08-03,81
2016-08-04,68
2016-08-05,52
2016-08-06,61
2016-08-07,0
2016-08-08,42
2016-08-09,42
2016-08-10,59
2016-08-11,50
2016-08-12,64
2016-08-13,0
2016-08-14,0
2016-08-15,0
2016-08-16,0
2016-08-17,39
2016-08-18,24
2016-08-19,36
2016-08-20,41
2016-08-21,0
2016-08-22,37
2016-08-23,63
2016-08-24,39
2016-08-25,54
2016-08-26,45
2016-08-27,72
2016-08-28,0
2016-08-29,30
2016-08-30,68
2016-08-31,50
2016-09-01,54
2016-09-02,48
2016-09-03,40
2016-09-04,0
2016-09-05,28
2016-09-06,36
2016-09-07,39
2016-09-08,47
2016-09-09,30
2016-09-10,39
2016-09-11,0
2016-09-12,22
2016-09-13,22
2016-09-14,26
2016-09-15,25
2016-09-16,13
2016-09-17,28
2016-09-18,0
2016-09-19,25
2016-09-20,14
2016-09-21,35
2016-09-22,25
2016-09-23,11
2016-09-24,32
2016-09-25,0
2016-09-26,4
2016-09-27,28
2016-09-28,16
2016-09-29,14
2016-09-30,24
2016-10-01,20
2016-10-02,0
2016-10-03,15
2016-10-04,18
2016-10-05,13
2016-10-06,12
2016-10-07,14
2016-10-08,26
2016-10-09,7
2016-10-10,16
2016-10-11,4
2016-10-12,6
2016-10-13,11
2016-10-14,15
2016-10-15,21
